location,height,shoulder,waist,hip,gender,type,code,name,color,description,search,sizing,quantity,satisfaction,price,profit,review,buy
bugis,145.2,13.7,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,pink,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,5,30.9,0,"Beautiful top, but it shrank substantially!",no
bugis,179.63,0,15.3,20.5,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,1,5,40.9,40.9,Perfect size!,yes
somerset,182.54,0,12.9,18.4,female,bottom,bottom183,EVERYDAY CONTRAST STITCH DENIM SHORTS,dark denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,s,0,1,29.9,0,Great cut,no
bugis,180.58,17,15,18.7,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,2,2,33.9,67.8,So cute!,yes
bugis,175.04,16.5,14.9,18.7,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,1,5,30.9,30.9,"Gorgeous fabric, fit needs tweaking",yes
club street,165.98,16.8,14.5,18.7,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,4,2,34.9,139.6,Ethereal and lovely,yes
bugis,150.59,16.6,15.4,19.4,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,l,0,1,30.9,0,Missed the mark,no
somerset,146.69,17.2,14.9,19.1,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,5,29.9,0,I loved the dress!,no
somerset,161.61,13.1,0,0,female,top,top183,LINDSAY HALTER SHEER SLEEVE TOP,navy,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Concealed back zipper",,s,0,1,34.9,0,,no
somerset,153.86,0,12.3,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,Love these,yes
somerset,183.22,13,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,latte,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,5,35.9,0,Love it!,no
bugis,150.15,0,13.5,20.1,female,bottom,bottom183,TANYA U-HEM SKORTS,lilac,"Cotton, Concealed back zipper, Functional pockets, Elastic insert at waist",,l,3,4,26.9,80.7,,yes
somerset,183.67,19.3,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,4,35.9,0,Big busts not allowed!,yes
bugis,173.67,0,15.7,20.4,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,0,3,40.9,0,Love these skinny jeans!,no
somerset,183.9,17,15,19,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,4,3,32.9,131.6,My new favorite,yes
bugis,176.61,15.2,13.5,17.4,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,brown,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,s,0,3,33.9,0,Too much,no
somerset,174.24,19.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,2,2,35.9,71.8,Much prettier in person,yes
somerset,154.5,18.8,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,2,1,33.9,67.8,So unflattering,yes
somerset,156.09,17,14.9,18.9,female,dress,dress183,THEA FLUTTER SLEEVE MIDI DRESS ,floral,"Embroidery cotton, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",,m,0,,30.9,0,I'm in love!,no
somerset,149.3,13.1,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,white,"Soft knit, Stretchable, Functional buttons",,s,1,5,40.9,40.9,Fits like a maternity top,yes
somerset,162.25,13.9,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",crop,s,0,,29.9,0,,no
somerset,152.89,16.1,12,17.6,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,brown,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,s,0,5,32.9,0,,no
somerset,177.69,14.3,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,white,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,3,4,30.9,92.7,"All around a beautiful top, except for sizing",yes
club street,180.54,14.6,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",crop top,s,3,5,30.9,92.7,,yes
somerset,173.95,18.4,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,m,2,3,30.9,61.8,"Must have, elegant, chic",yes
somerset,146.64,0,12.3,19.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,m,0,5,30.9,0,"Smart, stylish, can go dressy or casual",no
somerset,169.22,13.4,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,blush,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,0,5,33.9,0,Sleeves are really small,yes
bugis,173.81,14,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,grey,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,3,35.9,0,,no
somerset,163.97,0,14,20.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",button,l,0,,30.9,0,Pretty much just like picture,no
somerset,170.9,17.4,13.8,18,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,beige,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,2,33.9,0,,no
bugis,181.74,0,12.5,18.3,female,bottom,bottom183,TANYA U-HEM SKORTS,lilac,"Cotton, Concealed back zipper, Functional pockets, Elastic insert at waist",,s,0,5,26.9,0,Great cords,no
somerset,146.74,0,12.6,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,white,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,Beautiful but runs huge,no
bugis,154.08,17.3,14.8,18.9,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,1,34.9,0,Still awesome,no
bugis,165.98,13.1,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",gingham,s,2,4,35.9,71.8,Short but great with high rise pants,yes
somerset,167.95,14.4,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,white,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,3,1,33.9,101.7,Dreamy tunic,yes
somerset,150.22,0,12.7,19.5,female,bottom,bottom183,TANYA U-HEM SKORTS,lilac,"Cotton, Concealed back zipper, Functional pockets, Elastic insert at waist",,m,1,3,26.9,26.9,Cute and comfortable,yes
somerset,183.49,17.1,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,s,0,2,35.9,0,,no
bugis,160.04,14.1,12.3,17.6,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,s,0,2,32.9,0,Simply gorgeous,no
somerset,169.61,17.3,14.9,19.9,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,beige,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,l,0,5,33.9,0,Perfect summer dress,no
bugis,169.99,17.2,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,s,0,,35.9,0,Bumble bees,no
bugis,183.09,16.6,15,18.5,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,3,34.9,0,Looks fine if you don't move your arms.,no
bugis,181.9,17.1,14.8,19.1,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,1,33.9,0,Beautiful impulse buy,no
club street,161.64,0,12.5,19.1,female,bottom,bottom183,AUBREY PIPED SHORTS,lilac,"Polyester Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",,m,0,3,30.9,0,Huge!!,no
club street,162.47,0,15.9,20.1,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,2,4,40.9,81.8,,yes
somerset,165.16,17.2,14.8,19,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,brown,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,,33.9,0,Awesome dress!,yes
somerset,160.87,17.2,14.4,18.6,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,1,33.9,0,Cute dress but poor design,no
bugis,173.41,0,13.8,20.2,female,bottom,bottom183,PORTER CARGO JOGGER PANTS,moss,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,l,0,5,30.9,0,The only jumpsuit i own,no
somerset,170.65,13.7,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,blush,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,0,3,33.9,0,I like it enough,no
club street,162.43,16.6,14.7,19,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,4,3,29.9,119.6,Fantastic buy!,yes
somerset,168.11,19.2,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,l,0,,35.9,0,Beautiful tank to wear for years,no
somerset,154.78,18.5,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,4,3,33.9,135.6,Scalloped heaven,yes
somerset,162.34,0,14.8,20.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,2,30.9,0,Perfect!,no
somerset,162.76,14.6,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",,s,0,5,29.9,0,Happyinpdx,no
club street,181.44,17.2,14.6,19,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,4,33.9,0,Not for my body,no
somerset,150.49,0,12.4,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,3,5,30.9,92.7,Love and hate,yes
somerset,171.38,13.7,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,1,3,31.9,31.9,Not for large chests,yes
somerset,147.13,16.7,14.4,18.9,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,4,,29.9,119.6,Surprisingly heavy,yes
somerset,184.26,19.2,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,2,33.9,0,Loved it but it ran. . .,no
somerset,162.42,0,13.6,20.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,3,4,30.9,92.7,Awkward,yes
somerset,160.47,0,13.4,20.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,3,4,30.9,92.7,Flared helps the crop,yes
somerset,173.45,18.1,15.8,20.1,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,l,0,0,29.9,0,Great casual and dressy!,no
club street,172.23,0,12.3,18.6,female,bottom,bottom183,TANYA U-HEM SKORTS,lilac,"Cotton, Concealed back zipper, Functional pockets, Elastic insert at waist",,s,0,4,26.9,0,,no
somerset,154.79,14,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,grey,"Cotton jersery, slight stretch, Non sheer",,s,0,5,35.9,0,"Great top, but not for a large bust",no
somerset,166.37,16.8,14.6,19.2,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,3,33.9,0,"Cute, but something is off",no
somerset,147.56,16.9,14.2,19.3,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,0,2,29.9,0,,yes
somerset,179.92,0,13.8,20.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,3,30.9,0,Pricey for shorts but worth it,no
somerset,171.38,16.5,14.8,19,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,5,29.9,0,Adorable,no
club street,171.34,0,12.5,18.7,female,bottom,bottom183,AUBREY PIPED SHORTS,latte,"Polyester Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",,s,0,2,30.9,0,Great fit but do stretch out,no
somerset,171.45,17.2,14.9,19.4,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,brown,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,2,4,32.9,65.8,So flattering!,yes
somerset,172.44,16.9,14.8,18.7,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,2,30.9,0,Canary yellow,no
somerset,155.85,18.3,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,m,0,5,30.9,0,,no
bugis,181.86,0,12.6,18.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,0,30.9,0,Love these cords!!,no
somerset,161.39,18.6,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,3,,33.9,101.7,,yes
somerset,149.95,17.4,14.7,18.7,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,5,29.9,0,Fits very nicely,no
bugis,177.45,17.4,12.2,17,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,5,33.9,0,Beautiful!!,no
club street,167.78,18.4,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,m,4,1,30.9,123.6,"Cute fabric, but odd cut",yes
somerset,160.9,16.7,14.3,19,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,1,33.9,0,Large and thin,yes
somerset,156.16,16.6,14.4,18.8,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,0,1,29.9,0,Is this really black?,no
somerset,182.77,0,12.2,18.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,5,30.9,0,So happy i treated myself!,no
somerset,163.25,0,12.7,19.2,female,bottom,bottom183,AUBREY PIPED SHORTS,latte,"Polyester Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",,m,0,4,30.9,0,"Wonderful weight for summer, flattering",yes
bugis,160.73,16.6,14.3,19.2,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,2,3,33.9,67.8,Prety dress that fits true to size,yes
somerset,183.16,0,12.1,18.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,1,1,30.9,30.9,Bought the neutral today,yes
somerset,174.34,14.9,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,white,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,3,5,33.9,101.7,Love lace,yes
bugis,178.27,16.8,14.6,19,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,gunmetal,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,3,33.9,0,Cute and flattering!,no
somerset,147.13,0,15.8,20.5,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,m,0,3,30.9,0,Better than the photos,no
bugis,145.06,14.7,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,grey,"Cotton Rib, None, Non sheer, Stretchable",,s,4,5,29.9,119.6,,yes
somerset,182.61,0,12.2,18.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,2,1,30.9,61.8,"Cute, breezy shorts",yes
club street,158.8,0,14.7,19.4,female,bottom,bottom183,TANYA U-HEM SKORTS,lilac,"Cotton, Concealed back zipper, Functional pockets, Elastic insert at waist",,l,0,5,26.9,0,Great crops!,no
somerset,179.56,19.7,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,l,0,2,33.9,0,"Did not like the fit, but beautiful colors",no
somerset,165.24,0,14.3,20.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,1,1,30.9,30.9,Perfect work pants for warm weather,yes
somerset,180,0,14.6,20.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,4,30.9,0,,no
bugis,158.81,16.1,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",,l,0,1,35.9,0,Beautiful summer shirt; runs very large,no
somerset,166.58,13.3,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,pink,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,1,30.9,0,Great casual shirt,no
somerset,169.78,18.2,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,gingham,"Polyester, Functional buttons, Functional wrist buttons",,m,0,2,35.9,0,Sexy shirt,no
somerset,168.74,14.7,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,grey,"Cotton jersery, slight stretch, Non sheer",,s,4,2,35.9,143.6,Really nice,yes
somerset,153.95,13.9,0,0,female,top,top183,LINDSAY HALTER SHEER SLEEVE TOP,navy,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Concealed back zipper",,s,0,5,34.9,0,Long enough for tall women,no
club street,152.37,14.7,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",adra,s,2,2,30.9,61.8,Missing drawstring!,yes
somerset,145.97,13.6,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,grey,"Cotton jersery, slight stretch, Non sheer",,s,0,4,35.9,0,Cute top!,no
somerset,160.9,19.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,1,35.9,0,Love this tunic!!!,no
